player,player_id,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Nick Easton,9861,12,100.0,2,20,59.6,44.7,62.5,4,12,287,100.0,100.0,96.5,3,18,2,562,0,230,0,562,298,298,332,0,264,0
Alex Lewis,10764,9,100.0,2,22,66.6,55.6,71.5,8,16,321,100.0,100.0,96.3,4,24,0,544,0,544,0,544,349,349,0,0,195,0
Trai Turner,8727,9,100.0,0,27,34.8,51.3,29.8,2,16,325,100.0,100.0,96.9,2,19,1,536,0,0,0,536,343,343,536,0,193,0
Mike Iupati,5542,11,100.0,0,29,65.1,62.3,71.5,3,12,313,100.0,100.0,97.3,5,16,1,531,0,531,0,531,335,335,0,0,196,0
Will Hernandez,46180,13,100.0,0,21,58.1,50.9,59.1,5,19,312,100.0,100.0,95.8,1,25,1,525,0,524,0,525,336,336,0,0,189,0
Shane Lemieux,28149,11,100.0,2,21,32.2,16.9,45.3,6,14,281,100.0,100.0,94.7,3,25,5,504,0,484,1,504,299,299,13,1,205,1
Tyre Phillips,59874,14,100.0,0,3,47.3,53.8,42.8,1,11,237,100.0,100.0,94.1,1,20,8,497,0,0,0,497,248,248,296,201,249,0
Max Scharping,46961,10,100.0,0,13,52.1,60.7,48.6,1,10,313,100.0,100.0,97.9,2,12,1,454,0,447,3,454,330,330,4,0,124,0
Halapoulivaati Vaitai,10798,10,100.0,0,11,59.7,53.3,60.2,3,6,262,100.0,100.0,96.0,1,15,6,450,0,0,0,450,284,284,282,168,166,0
Alex Redmond,11113,7,100.0,0,7,61.5,47.3,70.5,2,8,266,100.0,100.0,97.0,5,13,3,448,0,0,0,448,278,278,448,0,170,0
Pat Elflein,11825,7,100.0,0,22,48.0,30.5,56.1,4,18,231,100.0,100.0,94.4,1,24,2,419,0,367,0,419,239,239,52,0,180,0
Cody Ford,39805,7,100.0,0,4,53.8,48.4,56.7,1,14,233,100.0,100.0,96.8,3,15,0,384,0,257,0,384,248,248,127,0,136,0
Senio Kelemete,7144,9,100.0,1,13,54.5,62.7,52.7,2,11,240,100.0,100.0,97.3,2,13,0,367,0,344,0,367,253,253,23,0,114,0
Kevin Dotson,46735,8,100.0,0,25,66.2,87.2,55.1,0,1,206,100.0,100.0,99.8,3,1,0,358,0,165,0,358,219,219,189,0,139,4
Wes Martin,46087,9,100.0,0,32,44.8,45.8,46.0,2,9,207,100.0,100.0,95.4,2,15,4,339,0,329,0,339,216,216,2,0,123,8
Rashaad Coward,12168,7,100.0,0,6,46.2,46.1,49.4,5,11,220,100.0,100.0,95.0,2,19,3,333,0,198,0,333,229,229,0,133,104,2
Josh Andrews,9068,9,100.0,0,22,41.2,18.1,54.9,2,21,175,100.0,100.0,92.3,1,25,2,311,20,78,0,311,188,188,211,2,123,0
James Daniels,45576,5,100.0,0,6,65.8,54.4,71.0,3,5,195,100.0,100.0,97.9,1,8,0,305,0,305,0,305,201,201,0,0,104,0
Stefen Wisniewski,6200,5,100.0,0,16,60.7,60.9,57.5,2,10,185,100.0,100.0,96.2,1,13,1,303,0,53,0,303,199,199,250,0,104,0
Colton McKivitz,29314,9,100.0,0,28,53.1,49.9,52.5,3,8,166,100.0,100.0,96.1,0,12,1,301,0,0,0,301,172,172,296,3,129,0
Cole Toner,10804,8,100.0,0,27,62.0,58.3,60.5,2,8,164,100.0,100.0,97.0,0,10,0,295,0,0,0,295,176,176,279,0,119,16
Xavier Su'a-Filo,8668,6,100.0,0,7,59.1,74.8,52.1,1,3,148,100.0,100.0,98.0,1,5,1,293,0,253,0,293,155,155,40,0,138,0
Chris Hubbard,8051,8,100.0,0,8,71.9,78.3,64.9,2,5,156,100.0,100.0,97.8,0,7,0,290,0,0,4,290,164,164,224,62,126,0
Kelechi Osemele,7062,5,100.0,0,16,59.8,66.8,65.5,0,4,171,100.0,100.0,98.8,5,4,0,282,0,282,0,282,184,184,0,0,98,0
Dru Samia,45376,4,100.0,1,18,33.1,17.0,41.2,4,7,126,100.0,100.0,93.3,4,14,3,272,0,0,0,272,136,136,272,0,136,0
Ryan Groy,9221,4,100.0,0,27,57.7,54.2,59.7,3,8,164,100.0,100.0,96.6,1,11,0,271,0,0,0,271,176,176,271,0,95,0
Michael Schofield III,8730,5,100.0,1,5,50.3,41.7,55.9,2,6,162,100.0,100.0,95.1,3,12,4,270,0,140,87,270,169,169,43,0,101,0
Austin Schlottmann,30097,7,100.0,1,10,39.8,25.1,50.4,4,11,159,100.0,100.0,94.7,1,16,1,269,0,77,0,269,176,176,190,0,93,2
Joe Dahl,10785,5,100.0,0,11,57.4,45.2,64.6,2,7,171,100.0,100.0,96.2,1,11,2,264,91,112,0,264,182,182,61,0,82,0
John Simpson,41715,5,100.0,2,23,45.8,40.1,54.0,4,8,142,100.0,100.0,95.1,4,13,1,252,0,231,0,252,155,155,21,0,97,0
Aaron Stinnie,28653,6,100.0,0,30,57.6,41.9,64.0,1,4,113,100.0,100.0,96.9,1,6,1,231,0,30,0,231,121,121,201,0,110,0
Ben Bartch,84236,5,100.0,0,15,58.5,51.2,60.5,3,5,153,100.0,100.0,97.4,0,8,0,219,0,134,0,219,162,162,85,0,57,0
Jamarco Jones,46226,9,100.0,1,29,54.7,51.6,67.0,2,6,125,100.0,100.0,96.0,3,9,1,192,0,34,5,192,132,132,101,52,60,0
Brent Qvale,8921,5,100.0,0,13,53.3,47.6,54.4,1,4,122,100.0,100.0,97.1,0,6,1,189,0,186,0,189,126,126,0,0,63,3
Joe Haeg,10789,14,97.9,0,30,57.3,39.2,62.3,3,5,73,94.8,95.2,94.5,1,8,0,187,0,50,0,191,79,83,3,0,108,136
Sua Opeta,45110,5,100.0,1,24,57.6,52.7,57.9,3,3,107,100.0,100.0,96.3,2,7,1,170,0,148,0,170,115,115,17,0,55,5
Jon Runyan,36661,9,99.4,0,12,54.0,45.5,55.8,0,4,76,98.7,98.8,97.4,0,4,0,160,0,136,0,161,81,82,22,1,79,1
Justin McCray,9234,5,100.0,0,2,54.8,40.0,60.5,2,6,96,100.0,100.0,92.7,1,11,3,156,0,153,0,156,102,102,0,0,54,3
Aaron Brewer,46014,11,98.7,1,31,76.2,66.2,81.1,1,0,57,96.6,96.7,97.4,2,2,1,150,0,139,0,152,59,61,0,1,91,11
Tom Compton,7181,4,100.0,0,28,68.1,70.8,68.0,0,4,91,100.0,100.0,97.8,1,4,0,148,0,0,0,148,98,98,148,0,50,0
Nick Harris,46752,2,100.0,0,8,51.3,34.0,62.3,0,2,89,100.0,100.0,96.6,1,4,2,143,0,0,0,143,96,96,143,0,47,0
Brett Jones,10247,3,100.0,0,18,77.6,76.1,73.6,0,1,81,100.0,100.0,98.1,0,2,1,138,0,0,0,138,86,86,137,0,52,0
Netane Muti,41339,2,100.0,0,10,37.1,15.8,47.2,1,4,65,100.0,100.0,94.6,0,6,1,122,0,0,0,122,72,72,122,0,50,0
Bobby Evans,36800,3,100.0,1,26,43.6,49.9,53.1,0,4,48,100.0,100.0,93.7,2,5,1,98,0,98,0,98,50,50,0,0,48,0
Jamil Douglas,9547,9,98.9,0,31,37.6,7.9,46.0,2,1,34,100.0,97.3,95.6,0,3,0,94,31,63,0,95,36,37,0,0,58,0
Yasir Durant,59878,4,100.0,0,16,45.1,38.6,46.4,1,2,56,100.0,100.0,95.5,0,4,1,91,0,0,0,91,60,60,55,36,31,0
Arlington Hambright,60003,2,100.0,0,6,51.6,28.2,70.7,1,2,57,100.0,100.0,97.4,1,3,0,82,0,82,0,82,60,60,0,0,22,0
Tyree St. Louis,46252,4,100.0,0,27,37.7,35.8,40.2,1,1,37,100.0,100.0,97.3,0,2,0,80,0,0,0,80,40,40,79,1,40,0
Richie Incognito,2298,2,100.0,1,23,81.4,82.7,82.0,0,0,37,100.0,100.0,100.0,1,0,0,74,0,74,0,74,39,39,0,0,35,0
Jamon Brown,9505,1,100.0,0,24,49.6,16.5,76.4,3,3,47,100.0,100.0,89.4,1,8,2,72,0,0,0,72,53,53,72,0,19,0
Max Garcia,9566,4,100.0,0,1,50.1,49.3,49.9,0,0,37,100.0,100.0,100.0,0,0,0,67,0,66,0,67,41,41,0,0,26,1
Lane Taylor,8365,1,100.0,0,12,81.6,76.1,78.8,0,0,36,100.0,100.0,100.0,0,0,0,63,0,0,0,63,37,37,63,0,26,0
Hjalte Froholdt,44959,2,100.0,0,13,70.9,69.3,68.6,0,0,41,100.0,100.0,97.6,0,1,1,61,0,16,0,61,43,43,45,0,18,0
Will Clapp,39386,5,98.4,0,20,57.2,60.7,57.3,1,0,18,94.7,94.7,97.2,0,1,0,61,0,5,0,62,18,19,0,0,43,56
Michael Dunn,39676,2,100.0,0,8,76.2,63.1,76.5,0,1,31,100.0,100.0,98.4,0,1,0,54,0,53,0,54,33,33,0,0,21,1
Ted Larsen,5728,1,100.0,0,30,51.1,33.9,56.8,0,1,23,100.0,100.0,93.5,0,2,1,38,0,0,0,38,23,23,38,0,15,0
Scott Quessenberry,23918,6,100.0,0,27,68.1,65.5,64.8,0,0,8,100.0,100.0,100.0,0,0,0,33,0,0,0,33,8,8,9,0,25,24
Derwin Gray,46335,3,100.0,0,15,63.5,81.7,58.5,0,0,9,100.0,100.0,100.0,0,0,0,25,0,19,0,25,9,9,6,0,16,0
Michael Deiter,38554,2,100.0,0,17,47.8,77.2,46.8,0,0,6,100.0,100.0,100.0,0,0,0,23,0,22,0,23,7,7,0,0,16,0
Deion Calhoun,46676,1,100.0,0,7,29.8,30.6,54.4,0,1,8,100.0,100.0,93.7,1,1,0,11,0,11,0,11,8,8,0,0,3,0
Ben Braden,23112,2,100.0,0,12,68.5,63.8,81.7,0,0,0,,100.0,,0,0,0,5,0,0,0,5,1,1,0,4,4,0
Daniel Munyer,10174,1,100.0,0,31,59.0,,58.5,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,0,0,2,2
Saahdiq Charles,59820,1,100.0,0,32,60.0,71.0,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,2,0,2,1,1,0,0,1,0
Jordan Devey,8268,1,100.0,0,4,60.0,,60.0,0,0,0,,,,0,0,0,2,0,0,0,2,0,0,2,0,2,0
Danny Isidora,11933,1,100.0,0,25,60.0,67.2,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,2,0,2,1,1,0,0,1,0
Alex Boone,5372,1,100.0,0,29,60.0,68.6,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,2,0,1,0
Kenny Wiggins,6471,1,100.0,0,21,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Phil Haynes,29244,1,100.0,0,29,60.0,,60.0,0,0,0,,,,0,0,0,1,0,1,0,1,0,0,0,0,1,0
Joshua Garnett,10662,1,100.0,0,32,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Greg Mancz,10019,1,100.0,0,13,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,0,0,1,1
Trey Smith,62960,20,100.0,1,16,72.7,61.5,78.2,10,42,898,100.0,100.0,96.5,11,57,5,1404,0,0,0,1404,956,956,1404,0,448,0
Joe Thuney,10712,20,100.0,2,16,81.2,90.5,70.6,2,14,898,100.0,100.0,99.0,8,17,1,1394,0,1339,55,1394,956,956,0,0,438,0
David Edwards,35941,21,100.0,1,26,68.4,70.7,65.1,4,30,799,100.0,100.0,97.0,5,41,7,1365,0,1345,18,1365,838,838,0,0,527,0
Austin Corbett,46290,21,100.0,0,26,69.6,63.1,68.5,10,28,798,100.0,100.0,97.2,3,41,3,1360,0,0,0,1360,838,838,1358,0,522,0
Alex Cappa,66578,19,100.0,0,30,71.3,67.5,69.0,7,23,860,100.0,100.0,97.7,1,35,5,1327,0,0,0,1327,896,896,1327,0,431,0
Daryl Williams,9535,19,100.0,0,4,66.8,72.3,59.0,9,31,800,100.0,100.0,97.0,6,44,4,1292,0,0,1,1292,850,850,720,571,442,0
Laken Tomlinson,9461,20,100.0,0,28,73.6,69.2,75.3,9,21,641,100.0,100.0,97.2,7,33,3,1264,0,1264,0,1264,681,681,0,0,583,0
Daniel Brunskill,34807,20,100.0,1,28,57.1,48.2,59.6,6,30,641,100.0,100.0,96.4,4,41,5,1259,0,0,0,1259,681,681,1259,0,578,0
Quinton Spain,10110,20,100.0,0,7,66.4,56.2,69.4,4,19,740,100.0,100.0,97.5,4,30,7,1252,0,1252,0,1252,782,782,0,0,470,0
Kevin Zeitler,7032,17,100.0,0,3,75.1,79.7,68.7,0,16,724,100.0,100.0,98.8,7,17,1,1221,0,0,0,1221,771,771,1221,0,450,0
John Simpson,41715,18,100.0,1,23,53.0,64.1,45.9,5,32,723,100.0,100.0,97.0,11,40,3,1189,0,1189,0,1189,772,772,0,0,417,0
Ali Marpet,9494,18,100.0,0,30,82.7,75.6,85.6,2,20,784,100.0,100.0,98.2,4,25,3,1181,0,1181,0,1181,812,812,0,0,369,0
Alex Leatherwood,58468,18,100.0,3,23,45.5,31.3,62.2,17,42,721,100.0,100.0,94.8,16,67,8,1181,0,0,0,1181,770,770,924,257,411,0
Zack Martin,8651,17,100.0,0,9,93.4,87.6,92.5,6,15,687,100.0,100.0,98.2,2,23,2,1173,0,0,0,1173,743,743,1173,0,430,0
Robert Hunt,46139,17,100.0,1,17,67.4,68.3,65.6,3,26,688,100.0,100.0,97.6,8,31,2,1153,0,0,0,1153,740,740,1153,0,413,0
Trai Turner,8727,18,100.0,2,25,68.1,72.5,65.5,0,13,697,100.0,100.0,97.9,6,21,8,1150,0,0,0,1150,750,750,1150,0,400,0
Ezra Cleveland,41973,17,100.0,0,18,68.6,55.5,71.9,6,27,652,100.0,100.0,97.3,3,34,1,1140,0,1140,0,1140,695,695,0,0,445,0
James Daniels,45576,17,100.0,2,6,71.8,68.3,72.9,4,33,658,100.0,100.0,96.7,9,40,3,1121,0,0,0,1121,701,701,1121,0,420,0
Cody Whitehair,10690,17,100.0,1,6,66.2,61.3,66.3,5,24,658,100.0,100.0,97.2,5,33,4,1121,0,1121,0,1121,701,701,0,0,420,0
Matt Feiler,9289,16,100.0,0,27,74.0,62.2,78.5,7,13,689,100.0,100.0,97.8,6,25,5,1119,0,1118,1,1119,737,737,0,0,382,0
Jon Runyan,36661,17,100.0,1,12,64.6,72.0,57.4,3,16,636,100.0,100.0,98.2,1,21,2,1109,0,1105,2,1109,672,672,1,1,437,0
Joel Bitonio,8670,17,100.0,0,8,93.6,85.9,92.5,2,13,597,100.0,100.0,98.4,3,17,2,1107,0,983,123,1107,631,631,0,0,476,1
Wyatt Teller,46131,17,100.0,1,8,84.9,70.4,88.4,0,20,597,100.0,100.0,97.7,11,24,4,1107,0,0,0,1107,631,631,1107,0,476,0
Austin Jackson,60816,16,100.0,0,17,49.9,49.1,54.8,6,41,657,100.0,100.0,96.1,12,49,2,1096,0,887,209,1096,708,708,0,0,388,0
Cesar Ruiz,59857,17,100.0,0,20,57.6,63.8,52.9,2,24,579,100.0,100.0,96.9,1,31,5,1091,287,0,0,1091,610,610,804,0,481,0
Royce Newman,41746,17,100.0,1,12,55.7,60.2,51.9,5,21,623,100.0,100.0,97.0,5,32,6,1084,0,3,0,1084,660,660,1081,0,424,0
Andrew Norwell,9126,17,100.0,2,15,66.7,73.5,62.7,5,16,664,100.0,100.0,98.0,9,24,3,1077,0,1077,0,1077,709,709,0,0,368,0
Olisaemeka Udoh,28394,16,100.0,3,18,54.4,39.0,62.3,6,38,622,100.0,100.0,96.3,16,45,1,1075,0,0,146,1075,662,662,929,0,413,0
Ereck Flowers,9442,16,100.0,1,32,72.0,78.1,64.4,3,17,591,100.0,100.0,97.3,2,26,6,1061,0,1061,0,1061,635,635,0,0,426,0
Will Hernandez,46180,17,100.0,2,21,55.9,56.0,58.4,7,22,628,100.0,100.0,96.6,8,36,7,1049,0,0,0,1049,676,676,1049,0,373,0
Jonah Jackson,37070,16,100.0,0,11,69.3,56.4,76.4,9,22,607,100.0,100.0,96.8,8,35,4,1037,24,1013,0,1037,648,648,0,0,389,0
Chris Lindstrom,46692,17,100.0,1,2,83.7,65.3,87.6,8,23,624,100.0,100.0,97.5,2,31,0,1034,0,0,0,1034,661,661,1034,0,373,0
Alijah Vera-Tucker,57107,16,100.0,1,22,66.8,56.9,72.5,6,34,652,100.0,100.0,96.6,5,42,2,1027,0,1027,0,1027,693,693,0,0,334,0
Connor Williams,46216,18,100.0,3,9,75.2,74.0,76.9,1,12,577,100.0,100.0,98.5,17,15,2,1020,0,1006,0,1020,624,624,0,0,396,4
Shaq Mason,9564,16,100.0,0,19,86.4,72.3,87.2,3,11,558,100.0,100.0,98.4,4,16,2,1017,0,0,0,1017,589,589,1016,0,428,0
Nate Davis,46808,15,100.0,1,31,69.2,49.5,71.8,6,24,501,100.0,100.0,96.0,4,35,5,1004,0,0,0,1004,534,534,1003,0,470,0
Jalen Mayfield,81725,16,100.0,1,2,48.7,27.6,66.3,21,25,588,100.0,100.0,94.2,9,57,11,989,0,989,0,989,622,622,0,0,367,0
Halapoulivaati Vaitai,10798,15,100.0,1,11,68.4,66.9,65.4,5,18,552,100.0,100.0,97.9,3,23,0,953,0,0,0,953,590,590,953,0,363,0
Calvin Throckmorton,28238,17,100.0,0,20,42.4,43.7,43.7,7,25,483,100.0,100.0,96.5,3,33,1,938,0,626,0,938,507,507,282,0,431,30
Tytus Howard,25472,15,100.0,1,13,51.4,70.1,42.5,2,19,545,100.0,100.0,97.7,8,23,2,927,0,682,245,927,585,585,0,0,342,0
Landon Dickerson,41712,15,100.0,0,24,69.6,60.5,71.2,8,23,502,100.0,100.0,96.5,5,33,2,925,0,834,0,925,535,535,91,0,390,0
Gabe Jackson,8716,16,100.0,1,29,63.6,55.7,64.3,4,30,542,100.0,100.0,96.3,4,37,3,922,0,0,0,922,574,574,922,0,348,0
Michael Schofield III,8730,14,100.0,1,27,66.8,75.2,59.5,4,18,564,100.0,100.0,97.7,3,24,2,907,0,0,0,907,605,605,897,0,302,10
Rodger Saffold,5558,16,100.0,1,31,68.1,46.7,74.5,8,18,468,100.0,100.0,96.8,5,28,2,906,0,906,0,906,494,494,0,0,412,0
Ted Karras,10855,15,99.9,0,19,72.4,76.5,67.3,2,8,441,99.8,99.8,98.2,2,13,3,890,15,757,0,891,469,470,117,0,421,1
Max Garcia,9566,14,100.0,1,1,54.3,53.3,54.2,0,15,501,100.0,100.0,97.5,4,20,5,864,297,0,0,864,532,532,565,0,332,2
Justin Pugh,7800,14,100.0,0,1,64.5,73.4,57.5,0,20,494,100.0,100.0,98.0,2,20,0,858,0,853,5,858,524,524,0,0,334,0
Josh Jones,26634,17,100.0,2,1,46.8,48.3,52.8,3,22,472,100.0,100.0,96.5,12,29,4,853,0,0,0,853,498,498,612,231,355,9
Ben Powers,41482,13,100.0,0,3,66.3,66.1,63.6,3,15,498,100.0,100.0,97.6,3,21,3,844,0,831,0,844,532,532,13,0,312,0
Mark Glowinski,9567,16,100.0,0,14,70.1,62.6,70.6,8,28,445,100.0,100.0,95.5,2,38,2,843,0,0,0,843,476,476,843,0,367,0
Dalton Risner,47008,15,100.0,0,10,68.5,73.6,63.2,5,12,476,100.0,100.0,97.4,2,21,4,832,0,832,0,832,504,504,0,0,328,0
Hakeem Adeniji,45419,13,100.0,1,7,43.0,36.1,46.3,4,24,470,100.0,100.0,95.1,3,37,9,777,0,0,0,777,501,501,777,0,276,0
Matt Skura,11102,14,100.0,0,21,50.8,29.5,61.4,10,20,443,100.0,100.0,96.2,3,32,2,769,56,660,0,769,473,473,53,0,296,0
Quenton Nelson,12954,13,100.0,1,14,69.1,62.0,70.4,6,8,419,100.0,100.0,98.1,5,15,1,767,0,767,0,767,448,448,0,0,319,0
Ben Bartch,84236,14,100.0,0,15,62.1,52.8,63.1,5,16,431,100.0,100.0,96.9,2,24,3,705,0,6,0,705,460,460,699,0,245,0
Michael Jordan,28021,11,100.0,1,5,50.7,49.0,55.4,4,22,417,100.0,100.0,95.4,5,32,6,703,0,703,0,703,439,439,0,0,264,0
Greg Van Roten,7746,12,100.0,0,22,68.1,53.7,75.0,1,33,444,100.0,100.0,95.5,2,37,3,700,0,0,0,700,474,474,697,0,226,2
Brandon Scherff,9438,11,100.0,1,32,73.6,72.4,73.7,1,18,370,100.0,100.0,97.4,6,19,0,697,0,0,0,697,398,398,697,0,299,0
Damien Lewis,81532,13,100.0,1,29,57.1,47.9,60.3,7,13,405,100.0,100.0,97.3,5,21,1,696,0,696,0,696,431,431,0,0,265,0
Max Scharping,46961,16,100.0,0,13,59.9,53.8,60.4,4,13,373,100.0,100.0,97.2,3,19,2,689,0,4,0,689,400,400,661,0,289,24
Mike Onwenu,27357,17,100.0,0,19,86.7,70.0,89.4,4,5,323,100.0,100.0,98.0,3,11,2,658,0,290,0,658,340,340,2,276,318,89
John Miller,9514,10,100.0,1,5,52.1,50.5,50.1,1,21,398,100.0,100.0,95.5,3,29,7,656,0,0,0,656,421,421,656,0,235,0
Ike Boettger,46918,13,100.0,0,4,59.8,72.2,51.3,1,15,401,100.0,100.0,97.8,2,17,1,636,0,618,0,636,425,425,18,0,211,0
Quinn Meinerz,112915,11,100.0,0,10,67.4,66.7,64.9,3,9,320,100.0,100.0,97.2,2,15,3,623,0,86,0,623,343,343,535,0,280,2
Dennis Daley,60063,12,100.0,0,5,51.8,36.4,61.3,7,10,331,100.0,100.0,96.5,9,20,3,573,0,336,169,573,348,348,68,0,225,0
Kevin Dotson,46735,9,100.0,0,25,64.5,78.4,60.8,2,5,329,100.0,100.0,98.0,5,10,3,565,0,564,0,565,354,354,0,0,211,0
Justin McCray,9234,12,100.0,1,13,51.0,32.7,59.2,3,12,337,100.0,100.0,96.6,1,19,4,545,137,0,0,545,360,360,405,0,185,2
Chris Reed,9830,12,100.0,0,14,67.2,55.5,69.5,5,11,259,100.0,100.0,96.9,3,16,0,522,0,333,0,522,284,284,189,0,238,0
Jack Driscoll,27064,9,100.0,1,24,70.5,73.9,64.1,3,14,275,100.0,100.0,96.5,1,18,1,512,0,0,0,512,293,293,438,74,219,0
Aaron Brewer,46014,13,99.0,1,31,57.9,48.7,62.6,0,8,246,98.4,98.1,95.9,4,14,6,506,13,252,0,511,257,262,209,0,249,37
Jackson Carman,52575,14,99.8,1,7,54.2,45.9,64.1,5,14,280,99.6,99.7,96.6,6,19,0,500,0,103,0,501,298,299,377,0,202,21
Connor McGovern,41714,16,98.0,0,9,67.8,69.5,65.3,3,12,269,96.4,96.7,96.8,2,16,1,497,12,291,0,507,295,305,112,0,202,30
Cody Ford,39805,12,100.0,0,4,46.7,47.2,48.0,4,20,302,100.0,100.0,95.4,3,26,2,488,0,0,0,488,323,323,485,0,165,3
Nate Herbig,28844,10,100.0,0,24,68.1,63.9,67.2,4,11,236,100.0,100.0,96.4,3,16,1,481,47,31,0,481,252,252,397,0,229,6
John Leglue,46859,7,100.0,1,25,54.5,68.6,52.8,1,9,287,100.0,100.0,98.3,5,10,0,474,0,474,0,474,307,307,0,0,167,0
Jon Feliciano,9561,9,100.0,1,4,56.9,55.3,57.2,4,12,273,100.0,100.0,97.1,3,16,0,447,8,366,0,447,291,291,69,0,156,4
Sean Harlow,11891,11,100.0,0,1,55.7,59.3,54.4,0,7,245,100.0,100.0,98.2,4,8,1,441,73,366,0,441,260,260,0,0,181,1
Ryan Bates,28300,17,99.3,0,4,66.3,70.5,63.9,3,1,216,98.6,98.7,99.1,1,4,0,411,26,334,0,414,232,235,24,2,179,28
Wes Schweitzer,10829,11,100.0,1,32,78.7,65.9,85.6,2,8,230,100.0,100.0,97.4,5,11,1,401,75,0,3,401,246,246,313,1,155,9
Laurent Duvernay-Tardif,8834,7,100.0,1,22,53.2,52.5,55.5,6,13,237,100.0,100.0,95.6,2,20,1,390,0,0,0,390,248,248,390,0,142,0
Graham Glasgow,10729,7,100.0,0,10,65.1,70.1,61.1,2,9,241,100.0,100.0,96.9,2,13,2,384,0,0,0,384,251,251,384,0,133,0
Ben Cleveland,41696,8,100.0,0,3,55.8,54.8,56.6,1,7,221,100.0,100.0,98.2,2,8,0,367,0,367,0,367,235,235,0,0,132,0
Trent Scott,24481,8,100.0,0,5,39.6,28.6,51.1,2,13,189,100.0,100.0,95.5,3,16,1,335,0,3,0,335,195,195,332,0,140,0
Netane Muti,41339,8,100.0,0,10,59.0,52.0,59.3,3,7,167,100.0,100.0,94.6,0,14,4,317,0,154,0,317,176,176,162,0,141,0
Lane Taylor,8365,5,100.0,1,13,39.7,49.3,36.8,0,7,191,100.0,100.0,98.2,2,7,0,311,0,311,0,311,206,206,0,0,105,0
Andrus Peat,9446,6,100.0,1,20,52.1,20.1,62.1,2,9,146,100.0,100.0,94.2,1,14,3,303,0,303,0,303,150,150,0,0,153,0
Oday Aboushi,7923,5,100.0,0,27,68.2,70.6,68.9,1,4,179,100.0,100.0,98.6,2,5,0,298,0,0,0,298,193,193,296,2,105,0
Ben Bredeson,27305,7,100.0,2,21,56.2,22.7,75.7,2,10,175,100.0,100.0,95.4,2,14,2,294,0,281,0,294,190,190,0,0,104,13
Jermaine Eluemunor,11914,4,100.0,0,23,59.8,67.0,52.4,1,4,168,100.0,100.0,98.5,0,5,0,266,0,0,0,266,178,178,266,0,88,0
Saahdiq Charles,59820,8,100.0,0,32,67.6,62.3,79.2,2,9,154,100.0,100.0,93.8,4,15,4,253,0,56,7,253,164,164,115,71,89,4
Tommy Kraemer,40976,6,100.0,1,11,55.5,66.0,53.2,2,6,118,100.0,100.0,96.6,3,8,0,238,0,89,0,238,125,125,149,0,113,0
Sua Opeta,45110,7,100.0,0,24,72.9,62.9,74.8,1,9,120,100.0,100.0,95.0,1,11,1,229,0,153,0,229,128,128,76,0,101,0
A.J. Cann,9500,4,100.0,0,15,47.7,32.6,53.7,1,9,125,100.0,100.0,95.2,0,11,1,198,0,0,0,198,134,134,198,0,64,0
Isaac Seumalo,10713,3,100.0,0,24,74.8,82.9,75.5,0,1,102,100.0,100.0,99.5,3,1,0,168,0,168,0,168,109,109,0,0,59,0
Jamarco Jones,46226,6,100.0,1,29,56.9,54.6,60.3,1,5,98,100.0,100.0,96.9,2,6,0,163,0,99,21,163,100,100,10,33,63,0
Phil Haynes,29244,3,100.0,0,29,69.8,71.3,66.1,0,1,63,100.0,100.0,99.2,0,1,0,136,0,78,0,136,65,65,58,0,71,0
Will Richardson Jr.,46980,5,100.0,0,15,55.5,83.1,43.6,0,0,74,100.0,100.0,100.0,1,0,0,136,0,0,8,136,80,80,123,0,56,5
James Ferentz,9258,3,100.0,0,19,48.8,43.8,50.3,1,2,59,100.0,100.0,97.5,1,3,0,133,0,117,0,133,65,65,16,0,68,0
Wes Martin,46087,5,100.0,0,21,40.3,23.7,49.8,0,6,78,100.0,100.0,94.9,0,7,1,130,0,113,0,130,82,82,0,0,48,17
Michael Dunn,39676,4,100.0,0,8,67.9,42.7,73.1,0,5,73,100.0,100.0,93.8,1,7,2,128,0,124,0,128,77,77,0,0,51,4
Solomon Kindley,41471,3,100.0,0,17,57.5,38.2,66.0,0,6,81,100.0,100.0,96.3,1,6,0,124,0,124,0,124,86,86,0,0,38,0
Xavier Su'a-Filo,8668,2,100.0,0,7,50.0,52.0,49.0,2,3,66,100.0,100.0,96.2,0,5,0,124,0,0,0,124,68,68,124,0,56,0
