player,player_id,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te
Senio Kelemete,7144,6,98.2,0,27,40.0,36.5,49.6,2,3,59,96.7,97.1,94.1,2,6,1,108,5,71,0,110,66,68,0,2,42,32
Aaron Stinnie,28653,8,98.0,0,30,54.4,61.6,52.5,0,2,50,96.2,96.5,96.0,1,3,1,100,0,86,0,102,55,57,0,0,45,15
Brandon Brooks,7078,2,100.0,0,24,52.7,62.8,54.0,0,3,50,100.0,100.0,97.0,1,3,0,96,0,0,0,96,54,54,96,0,42,0
B.J. Finney,9875,4,100.0,0,25,71.4,74.0,66.8,1,3,64,100.0,100.0,96.9,0,4,0,87,0,76,0,87,68,68,11,0,19,0
Nick Allegretti,39268,10,98.8,0,16,81.8,89.0,66.8,0,0,36,97.3,97.4,100.0,0,0,0,79,0,65,0,80,38,39,0,0,41,15
Colby Gossett,46673,6,100.0,0,2,65.3,45.7,70.3,3,1,46,100.0,100.0,93.5,0,5,1,74,0,53,0,74,49,49,15,0,25,6
Nick Leverett,27699,3,100.0,1,30,46.3,33.8,59.2,0,3,37,100.0,100.0,93.2,2,4,1,69,0,60,0,69,40,40,0,9,29,0
Cole Toner,10804,1,100.0,0,13,75.5,72.5,72.2,0,0,28,100.0,100.0,96.4,0,1,1,68,0,68,0,68,30,30,0,0,38,0
K.C. McDermott,29035,3,100.0,0,15,66.3,77.2,69.9,1,0,31,100.0,100.0,98.4,1,1,0,46,0,0,0,46,32,32,46,0,14,0
Corey Levin,11972,7,100.0,0,31,52.4,7.3,59.7,0,0,13,100.0,100.0,100.0,0,0,0,46,12,27,0,46,13,13,0,0,33,6
Kayode Awosika,44909,1,100.0,0,24,79.7,31.7,86.1,0,1,19,100.0,100.0,86.8,0,3,2,43,0,0,0,43,22,22,43,0,21,0
James Carpenter,6177,3,97.1,0,20,64.5,73.1,61.8,0,0,4,80.0,80.0,100.0,0,0,0,34,0,0,0,35,4,5,0,0,30,35
Jordan Simmons,46744,3,100.0,0,23,48.6,39.6,52.2,0,2,23,100.0,100.0,91.3,0,3,1,31,0,22,0,31,23,23,9,0,8,0
Deonte Brown,41457,2,100.0,0,5,48.4,29.5,54.2,1,1,18,100.0,100.0,94.4,0,2,0,30,0,1,0,30,19,19,29,0,11,0
Matt Farniok,41585,3,100.0,0,9,80.0,72.0,77.8,0,0,2,100.0,100.0,100.0,0,0,0,23,11,0,0,23,2,2,12,0,21,0
Will Fries,41530,2,100.0,0,14,54.8,44.0,56.6,1,0,6,100.0,100.0,91.7,0,1,0,22,0,11,0,22,9,9,10,0,13,1
Derrick Kelly II,46090,1,100.0,0,21,51.5,,61.8,0,0,0,,,,1,0,0,18,0,18,0,18,0,0,0,0,18,0
Tre'Vour Wallace-Simms,41855,1,100.0,0,15,35.1,48.7,35.5,0,0,11,100.0,100.0,100.0,0,0,0,17,0,0,0,17,11,11,17,0,6,0
Denzelle Good,9688,1,100.0,0,23,50.6,42.7,53.4,0,0,12,100.0,100.0,100.0,0,0,0,17,0,0,0,17,12,12,17,0,5,0
Shane Lemieux,28149,1,100.0,0,21,69.0,81.5,63.0,0,0,11,100.0,100.0,100.0,0,0,0,17,0,17,0,17,12,12,0,0,5,0
Brian Winters,7853,2,100.0,0,1,29.6,6.9,40.3,1,0,9,100.0,100.0,94.4,0,1,0,16,0,0,0,16,10,10,16,0,6,0
Danny Isidora,11933,3,100.0,0,1,65.3,,63.8,0,0,0,,,,0,0,0,13,0,6,0,13,0,0,7,0,13,0
Parker Ehinger,10739,1,100.0,0,11,47.6,71.0,62.5,0,0,2,100.0,100.0,100.0,1,0,0,8,0,0,0,8,2,2,0,0,6,8
Isaiah Williams,11467,1,100.0,0,22,34.6,75.6,52.7,0,0,3,100.0,100.0,100.0,1,0,0,7,0,7,0,7,3,3,0,0,4,0
Jon Toth,22917,1,100.0,0,32,54.3,0.0,65.4,0,1,4,100.0,100.0,87.5,0,1,0,7,0,7,0,7,5,5,0,0,2,0
Brenden Jaimes,59909,1,100.0,0,27,75.2,,72.6,0,0,0,,,,0,0,0,5,0,5,0,5,0,0,0,0,5,0
Aaron Banks,59983,1,100.0,0,28,56.9,,57.1,0,0,0,,,,0,0,0,5,0,0,0,5,0,0,5,0,5,0
Lester Cotton,46085,1,100.0,0,23,58.5,73.4,57.6,0,0,2,100.0,100.0,100.0,0,0,0,5,0,5,0,5,2,2,0,0,3,0
Logan Stenberg,37181,2,100.0,0,11,55.1,,56.1,0,0,0,,,,0,0,0,4,0,0,0,4,0,0,0,0,4,4
Marcus Henry,11228,1,100.0,0,1,58.2,72.5,53.1,0,0,2,100.0,100.0,100.0,0,0,0,4,4,0,0,4,2,2,0,0,2,0
Rashaad Coward,12168,1,100.0,0,25,60.0,75.7,,0,0,2,100.0,100.0,100.0,0,0,0,2,0,2,0,2,2,2,0,0,0,0
Jamil Douglas,9547,1,100.0,0,32,60.0,70.6,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,2,0,1,0
Cole Van Lanen,41583,1,100.0,0,12,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,1,0,1,0
Isaac Seumalo,10713,20,100.0,3,24,72.7,78.2,67.8,3,21,714,100.0,100.0,98.2,8,25,1,1350,0,0,0,1350,753,753,1349,1,597,0
Cordell Volson,30614,19,100.0,1,7,53.7,52.7,55.0,13,25,808,100.0,100.0,97.0,7,43,5,1305,0,1305,0,1305,865,865,0,0,440,0
Landon Dickerson,41712,20,100.0,1,24,72.1,78.7,69.7,3,17,675,100.0,100.0,98.4,14,21,1,1294,0,1294,0,1294,714,714,0,0,580,0
Shaq Mason,9564,18,100.0,0,30,68.2,70.2,62.4,9,17,831,100.0,100.0,98.3,2,27,1,1282,0,0,0,1282,883,883,1282,0,399,0
Zack Martin,8651,19,100.0,0,9,72.8,82.2,63.7,2,15,670,100.0,100.0,98.7,1,17,0,1273,0,0,0,1273,706,706,1272,0,567,0
Matt Feiler,9289,18,100.0,1,27,54.6,64.1,50.0,3,31,822,100.0,100.0,97.2,6,40,6,1259,0,1259,0,1259,853,853,0,0,406,0
Zion Johnson,99681,18,100.0,1,27,62.2,52.8,67.2,8,29,817,100.0,100.0,97.1,8,42,5,1254,0,0,0,1254,848,848,1254,0,406,0
Trey Smith,62960,19,100.0,2,16,72.3,68.4,70.8,3,36,776,100.0,100.0,97.2,6,41,2,1230,0,0,0,1230,821,821,1228,0,409,0
Ed Ingram,59819,18,100.0,1,18,57.0,42.6,64.2,19,33,769,100.0,100.0,95.2,4,63,11,1225,0,0,0,1225,816,816,1225,0,409,0
Brandon Scherff,9438,19,100.0,0,15,60.6,63.4,56.9,3,22,728,100.0,100.0,97.5,3,31,6,1221,0,0,0,1221,770,770,1219,2,451,0
Rodger Saffold,5558,18,100.0,3,4,44.0,50.2,43.4,5,35,755,100.0,100.0,97.1,10,42,2,1195,0,1195,0,1195,796,796,0,0,399,0
Ezra Cleveland,41973,18,100.0,1,18,73.4,54.1,79.7,21,29,753,100.0,100.0,96.0,5,55,5,1191,0,1191,0,1191,800,800,0,0,391,0
Joe Thuney,10712,18,100.0,0,16,78.4,88.9,67.6,4,15,754,100.0,100.0,98.6,2,20,1,1190,0,1190,0,1190,799,799,0,0,391,0
Joel Bitonio,8670,17,100.0,0,8,87.5,80.2,84.4,6,13,616,100.0,100.0,98.3,4,20,1,1172,0,1172,0,1172,667,667,0,0,505,0
Mark Glowinski,9567,18,100.0,0,21,65.6,56.5,67.0,5,27,648,100.0,100.0,96.8,3,37,5,1169,0,0,0,1169,695,695,1168,0,474,0
Ben Powers,41482,18,100.0,1,3,62.3,86.7,50.1,1,11,596,100.0,100.0,98.8,1,13,1,1163,0,1163,0,1163,633,633,0,0,530,0
James Daniels,45576,17,100.0,2,25,66.9,73.2,60.0,3,17,639,100.0,100.0,98.4,5,20,0,1160,0,1,1,1160,686,686,1157,1,474,0
Kevin Dotson,46735,17,100.0,1,25,65.4,77.6,61.1,4,8,639,100.0,100.0,98.4,12,16,4,1160,0,1158,1,1160,686,686,1,0,474,0
Quenton Nelson,12954,17,100.0,1,14,68.4,74.1,64.6,6,20,684,100.0,100.0,97.4,5,31,5,1148,0,1148,0,1148,720,720,0,0,428,0
Aaron Banks,59983,19,100.0,3,28,59.5,61.0,57.2,4,29,580,100.0,100.0,96.8,6,35,2,1146,0,1146,0,1146,615,615,0,0,531,0
Robert Hunt,46139,18,100.0,2,17,72.3,74.6,74.5,4,17,689,100.0,100.0,98.0,12,24,3,1126,0,0,0,1126,728,728,1038,88,398,0
Andrew Norwell,9126,16,100.0,1,32,59.8,60.8,59.9,4,21,602,100.0,100.0,97.3,5,29,4,1120,0,1120,0,1120,639,639,0,0,481,0
Laken Tomlinson,9461,17,100.0,1,22,56.8,70.2,46.9,4,27,689,100.0,100.0,97.6,1,32,1,1110,0,1109,0,1110,713,713,0,0,397,0
Alex Cappa,66578,16,100.0,0,7,67.6,71.4,62.3,4,13,677,100.0,100.0,98.3,2,20,3,1086,0,0,0,1086,724,724,1086,0,362,0
Ryan Bates,28300,17,100.0,1,4,61.4,63.5,58.0,4,26,678,100.0,100.0,97.5,4,32,2,1082,135,0,0,1082,713,713,947,0,369,0
Damien Lewis,81532,17,100.0,1,29,72.5,73.1,67.2,3,15,637,100.0,100.0,98.1,7,21,3,1070,0,1070,0,1070,679,679,0,0,391,0
Jon Runyan,36661,17,100.0,0,12,62.6,77.0,53.6,3,11,576,100.0,100.0,98.3,1,17,3,1051,0,370,1,1051,613,613,680,0,438,0
Chris Lindstrom,46692,17,100.0,0,2,95.0,81.7,93.1,1,6,486,100.0,100.0,98.9,2,9,2,1047,0,0,0,1047,517,517,1047,0,530,0
Mike Onwenu,27357,17,100.0,0,19,79.3,83.1,73.1,2,11,596,100.0,100.0,98.7,2,14,1,1044,0,0,0,1044,634,634,1044,0,410,0
Dylan Parham,60953,17,100.0,0,23,61.9,48.8,66.9,9,40,600,100.0,100.0,94.9,5,55,6,1036,137,789,0,1036,635,635,110,0,401,0
Aaron Brewer,46014,17,100.0,2,31,59.9,45.4,63.3,4,28,531,100.0,100.0,96.2,7,36,4,1031,123,908,0,1031,562,562,0,0,469,0
Kevin Zeitler,7032,16,100.0,1,3,74.7,82.5,67.9,0,14,525,100.0,100.0,98.3,3,16,2,1021,0,0,0,1021,558,558,1021,0,463,0
Connor McGovern,41714,17,100.0,0,9,53.5,76.6,43.1,7,14,521,100.0,100.0,97.6,1,23,2,1011,88,909,0,1011,548,548,8,0,463,1
A.J. Cann,9500,16,100.0,0,13,66.6,64.8,63.9,7,22,601,100.0,100.0,96.8,1,34,5,1003,0,0,0,1003,637,637,1003,0,366,0
Austin Corbett,46290,17,100.0,0,5,69.1,76.2,62.6,2,11,508,100.0,100.0,98.3,2,15,2,985,0,0,0,985,541,541,985,0,444,0
Cole Strange,22976,17,100.0,2,19,54.6,67.8,48.3,1,17,559,100.0,100.0,97.5,6,23,5,982,0,982,0,982,598,598,0,0,384,0
Dalton Risner,47008,15,100.0,0,10,61.1,72.6,53.4,6,20,560,100.0,100.0,97.1,1,29,3,967,0,967,0,967,598,598,0,0,369,0
Brady Christensen,51985,17,100.0,2,5,57.3,68.8,53.3,2,13,501,100.0,100.0,98.1,11,17,2,965,0,965,0,965,533,533,0,0,432,0
Elgton Jenkins,46298,15,100.0,0,12,72.3,67.8,71.8,1,13,527,100.0,100.0,98.1,4,17,3,960,0,621,0,960,562,562,0,339,398,0
Tyler Shatley,9257,16,100.0,0,15,60.4,69.3,53.3,4,18,583,100.0,100.0,97.6,2,25,3,954,2,951,0,954,616,616,1,0,338,0
Wyatt Teller,46131,15,100.0,1,8,70.3,67.9,70.3,5,17,480,100.0,100.0,96.9,6,26,4,927,0,0,0,927,520,520,927,0,407,0
Cesar Ruiz,59857,14,100.0,0,20,56.6,63.4,51.5,2,9,491,100.0,100.0,98.3,3,14,3,868,91,0,0,868,516,516,777,0,352,0
Jonah Jackson,37070,13,100.0,1,11,66.1,53.0,70.3,4,22,467,100.0,100.0,97.2,4,26,0,858,0,858,0,858,494,494,0,0,364,0
Alex Bars,47018,14,100.0,1,23,45.4,55.4,39.6,11,22,500,100.0,100.0,95.7,3,38,5,852,0,145,0,852,528,528,707,0,324,0
Will Hernandez,46180,13,100.0,1,1,65.4,79.1,61.1,1,12,524,100.0,100.0,98.2,7,16,3,843,0,0,0,843,565,565,843,0,278,0
Spencer Burford,81920,19,100.0,0,28,51.8,60.3,49.1,6,8,410,100.0,100.0,97.3,5,18,4,833,0,0,0,833,432,432,833,0,401,0
Kenyon Green,99052,15,100.0,5,13,37.7,27.0,47.4,12,31,495,100.0,100.0,94.8,12,47,4,823,0,823,0,823,525,525,0,0,298,0
Evan Brown,38709,13,100.0,2,11,64.8,45.5,69.5,4,16,426,100.0,100.0,97.2,6,22,2,768,68,0,0,768,456,456,700,0,312,0
Trai Turner,8727,13,100.0,1,32,53.0,59.1,52.7,5,15,405,100.0,100.0,97.0,4,22,2,766,0,0,0,766,431,431,766,0,335,0
Nick Leverett,27699,11,100.0,0,30,64.0,71.0,55.8,4,8,481,100.0,100.0,98.8,2,12,0,761,42,718,0,761,513,513,1,0,248,0
Quinn Meinerz,112915,13,100.0,0,10,77.7,67.1,78.6,3,10,450,100.0,100.0,97.9,2,16,3,752,0,0,0,752,479,479,752,0,273,0
Gabe Jackson,8716,16,100.0,0,29,54.8,52.5,52.8,7,23,433,100.0,100.0,95.6,0,34,4,735,0,0,0,735,457,457,735,0,278,0
Nate Herbig,28844,11,100.0,1,22,58.0,58.6,55.7,3,14,412,100.0,100.0,97.7,4,18,1,707,0,0,0,707,424,424,706,0,283,0
Nate Davis,46808,12,100.0,1,31,70.6,66.8,69.8,1,10,360,100.0,100.0,97.6,4,14,3,682,0,0,0,682,385,385,682,0,297,0
Cody Whitehair,10690,12,100.0,0,6,65.9,66.9,62.3,1,9,326,100.0,100.0,97.2,0,14,4,661,0,661,0,661,341,341,0,0,320,0
Will Fries,41530,11,100.0,0,14,58.4,44.4,66.2,2,17,366,100.0,100.0,97.1,5,20,1,642,0,0,0,642,381,381,641,0,261,1
Liam Eichenberg,41851,10,100.0,1,17,39.8,39.6,42.5,7,18,387,100.0,100.0,96.3,5,27,2,627,0,625,2,627,409,409,0,0,218,0
Ben Bredeson,27305,13,100.0,1,21,57.5,53.8,61.2,2,10,353,100.0,100.0,98.3,3,12,0,621,30,581,0,621,376,376,8,0,245,0
Daniel Brunskill,34807,17,100.0,0,28,67.3,74.0,60.6,1,13,320,100.0,100.0,97.8,0,14,0,609,23,108,0,609,337,337,442,36,272,0
Luke Goedeke,77548,12,100.0,0,30,46.7,46.7,47.8,3,19,399,100.0,100.0,96.7,5,24,2,605,0,539,0,605,419,419,0,55,186,11
Teven Jenkins,41534,13,100.0,0,6,80.7,65.9,82.2,0,10,284,100.0,100.0,97.5,3,12,2,576,0,0,0,576,304,304,576,0,272,0
Elijah Wilkinson,46238,9,100.0,0,2,64.3,70.7,64.4,1,8,262,100.0,100.0,97.5,5,11,2,574,0,574,0,574,281,281,0,0,293,0
Andrus Peat,9446,11,100.0,0,20,50.6,40.3,55.4,3,9,308,100.0,100.0,97.1,2,15,3,573,0,573,0,573,327,327,0,0,246,0
Max Garcia,9566,11,100.0,0,1,54.5,51.7,55.2,3,13,335,100.0,100.0,97.3,2,17,1,542,0,384,0,542,357,357,158,0,185,0
Robert Jones,100786,12,100.0,0,17,58.5,67.3,58.4,3,7,316,100.0,100.0,97.5,4,13,3,520,0,431,0,520,333,333,89,0,187,0
Phil Haynes,29244,14,100.0,0,29,57.1,60.2,58.1,3,11,308,100.0,100.0,96.4,4,18,4,485,0,88,0,485,332,332,397,0,153,0
Matt Skura,11102,8,100.0,0,26,48.3,68.1,41.0,1,9,252,100.0,100.0,96.8,2,13,3,466,0,466,0,466,264,264,0,0,202,0
Calvin Throckmorton,28238,10,100.0,0,20,38.4,45.5,42.8,1,14,256,100.0,100.0,95.9,5,18,3,460,0,246,0,460,263,263,212,0,197,2
Royce Newman,41746,9,100.0,0,12,57.5,54.9,57.6,4,10,260,100.0,100.0,95.8,3,18,4,451,0,6,1,451,271,271,334,109,180,1
Alijah Vera-Tucker,57107,7,100.0,1,22,71.8,61.4,76.5,3,12,262,100.0,100.0,96.8,1,16,1,432,0,0,70,432,276,276,232,130,156,0
Alaric Jackson,40972,7,100.0,1,26,64.1,69.0,58.2,1,11,266,100.0,100.0,97.0,2,14,2,422,0,0,166,422,272,272,256,0,150,0
Michael Schofield III,8730,10,100.0,0,6,66.9,75.0,62.7,0,7,190,100.0,100.0,97.6,2,8,1,418,0,153,0,418,205,205,262,1,213,2
Nick Gates,29476,12,99.8,2,21,60.0,69.0,58.2,2,9,239,99.6,99.6,97.3,5,12,1,412,132,258,0,413,256,257,0,0,156,21
Dan Skipper,12307,15,99.2,0,11,43.9,19.6,54.6,3,12,188,98.4,98.5,93.9,1,19,4,384,0,284,0,387,203,206,60,1,181,38
Greg Van Roten,7746,9,100.0,1,4,57.6,60.4,58.6,0,10,213,100.0,100.0,97.7,3,10,0,354,159,1,0,354,229,229,194,0,125,0
Cody Ford,39805,8,100.0,1,1,41.2,46.0,39.0,1,16,217,100.0,100.0,94.7,2,20,3,350,0,318,0,350,242,242,0,32,108,0
Oday Aboushi,7923,6,100.0,1,26,65.2,60.0,65.9,0,3,186,100.0,100.0,98.1,2,5,2,339,0,0,0,339,193,193,339,0,146,0
Bobby Evans,36800,9,100.0,0,26,29.8,16.4,45.4,4,13,194,100.0,100.0,92.0,3,24,7,314,0,266,41,314,203,203,0,4,111,3
Ben Bartch,84236,5,100.0,0,15,60.5,66.0,58.6,4,3,157,100.0,100.0,97.8,1,7,0,293,0,293,0,293,166,166,0,0,127,0
Danny Pinter,47339,14,100.0,0,14,44.7,36.2,47.0,3,3,174,100.0,100.0,96.6,1,9,3,292,56,0,0,292,183,183,216,0,109,18
Saahdiq Charles,59820,6,100.0,0,32,43.6,29.7,51.3,2,13,156,100.0,100.0,94.6,2,16,1,290,0,3,0,290,168,168,287,0,122,0
Joshua Ezeudu,77355,9,100.0,2,21,46.0,45.9,53.1,4,8,142,100.0,100.0,93.7,3,15,3,290,0,289,0,290,153,153,0,0,137,0
Nick Allegretti,39268,14,99.3,1,16,52.5,35.8,60.9,4,6,163,98.8,98.9,96.9,1,10,0,285,13,150,0,287,173,175,112,0,112,9
Dillon Radunz,30551,10,100.0,1,31,40.3,78.1,39.7,2,3,139,100.0,100.0,98.2,6,5,0,280,0,123,15,280,146,146,133,0,134,9
Lucas Patrick,11435,7,100.0,0,6,55.9,30.8,62.5,2,12,138,100.0,100.0,93.5,0,16,2,269,10,154,0,269,146,146,105,0,123,0
Colby Gossett,46673,8,100.0,1,2,55.3,44.4,59.6,2,7,128,100.0,100.0,96.5,3,9,0,267,0,261,0,267,135,135,4,0,132,2
Justin Pugh,7800,5,100.0,0,1,61.0,52.5,62.4,0,8,162,100.0,100.0,97.5,0,8,0,263,0,263,0,263,173,173,0,0,90,0
David Edwards,35941,4,100.0,0,26,58.2,27.8,75.6,3,4,151,100.0,100.0,95.7,1,10,3,230,0,230,0,230,152,152,0,0,78,0
Max Scharping,46961,6,100.0,0,7,43.4,37.4,48.5,2,9,131,100.0,100.0,93.5,2,14,3,228,0,0,0,228,142,142,219,0,86,9
Chandler Brewer,13976,4,100.0,0,26,55.6,61.7,54.2,1,5,127,100.0,100.0,97.6,1,6,0,228,0,0,0,228,133,133,228,0,95,0
Logan Stenberg,37181,4,100.0,0,11,39.3,15.0,57.2,5,5,128,100.0,100.0,94.5,3,12,2,228,0,0,0,228,130,130,228,0,98,0
Lecitus Smith,61069,5,100.0,0,1,44.8,38.1,46.6,3,7,140,100.0,100.0,95.0,2,12,2,210,0,8,0,210,145,145,202,0,65,0
Jordan Roos,12266,3,100.0,0,31,52.7,24.6,61.0,5,5,105,100.0,100.0,95.2,0,10,0,202,0,0,0,202,108,108,202,0,94,0
Matt Farniok,41585,7,98.4,0,9,39.1,31.4,41.7,6,7,105,97.2,97.4,93.8,1,13,0,188,0,173,0,191,112,115,2,0,76,1
John Simpson,41715,3,100.0,2,23,59.5,57.4,58.3,3,2,107,100.0,100.0,97.7,2,5,0,181,0,126,0,181,113,113,55,0,68,0
Quinn Bailey,46669,4,100.0,0,10,56.3,62.6,54.9,1,4,93,100.0,100.0,96.2,1,6,1,162,0,111,0,162,104,104,0,50,58,1
Lester Cotton,46085,3,100.0,0,17,59.1,72.3,48.3,1,4,111,100.0,100.0,96.8,0,6,1,161,0,71,0,161,116,116,90,0,45,0
Matt Hennessy,41141,3,100.0,2,2,75.4,69.0,82.6,0,2,75,100.0,100.0,96.0,3,4,2,157,0,157,0,157,76,76,0,0,81,0
Kayode Awosika,44909,4,100.0,0,11,50.4,41.6,52.6,3,2,89,100.0,100.0,96.1,0,6,1,155,0,0,0,155,93,93,154,0,62,1
Rashaad Coward,12168,3,100.0,1,1,46.7,66.4,37.7,1,3,94,100.0,100.0,97.9,1,4,0,155,0,155,0,155,96,96,0,0,59,0
Justin McCray,9234,7,100.0,1,13,41.4,25.4,55.4,3,8,102,100.0,100.0,94.6,3,11,0,151,0,110,0,151,108,108,41,0,43,0
Jack Anderson,60130,6,100.0,0,21,47.9,49.6,55.2,2,3,91,100.0,100.0,96.2,2,6,1,148,0,64,0,148,100,100,75,0,48,8
Bobby Hart,9659,16,96.1,0,4,51.7,52.9,54.1,0,0,29,85.3,85.3,100.0,0,0,0,123,0,22,6,128,29,34,0,0,94,100
Dan Feeney,11826,4,100.0,1,22,51.8,64.1,56.5,0,2,64,100.0,100.0,96.9,3,3,1,109,0,2,0,109,67,67,103,0,42,2
Ben Cleveland,41696,3,100.0,0,3,65.2,64.9,62.6,1,1,55,100.0,100.0,96.4,0,3,1,95,0,0,0,95,59,59,95,0,36,0
Sua Opeta,45110,5,100.0,1,24,38.1,57.1,40.8,0,3,42,100.0,100.0,96.4,2,3,0,92,0,61,0,92,43,43,31,0,49,0
Luke Wattenberg,41024,4,100.0,0,10,33.7,20.8,40.1,0,3,54,100.0,100.0,91.7,0,6,3,90,25,30,0,90,55,55,34,0,35,1
Lewis Kidd,59892,9,98.7,0,20,29.6,12.5,41.0,0,2,41,97.6,97.7,95.1,0,3,1,77,0,62,1,78,43,44,1,0,34,14
Laurent Duvernay-Tardif,8834,2,100.0,0,22,42.0,25.3,50.1,2,6,50,100.0,100.0,90.0,0,9,1,70,0,0,0,70,51,51,70,0,19,0
Jake Hanson,28148,3,100.0,0,12,47.2,20.6,61.0,0,3,49,100.0,100.0,94.9,0,4,1,69,3,0,0,69,50,50,66,0,19,0
Hroniss Grasu,9504,1,100.0,0,23,56.1,63.2,59.4,0,3,41,100.0,100.0,93.9,2,4,1,68,0,0,0,68,44,44,68,0,24,0
Chris Paul,77579,1,100.0,0,32,55.6,56.9,55.0,0,1,25,100.0,100.0,98.0,1,1,0,66,0,66,0,66,28,28,0,0,38,0
Dieter Eiselen,109304,3,100.0,0,6,45.5,31.9,50.5,0,5,38,100.0,100.0,93.4,0,5,0,62,3,20,0,62,41,41,39,0,21,0
Andre Dillard,29250,7,100.0,0,24,58.3,84.7,55.0,0,0,10,100.0,100.0,100.0,0,0,0,58,0,40,4,58,11,11,14,0,47,0
Jimmy Morrissey,41626,3,100.0,0,13,54.4,67.4,50.5,1,1,28,100.0,100.0,96.4,0,2,0,57,1,56,0,57,30,30,0,0,27,0
Chuma Edoga,46232,1,100.0,0,2,77.8,62.5,84.9,0,1,22,100.0,100.0,97.7,1,1,0,55,0,55,0,55,26,26,0,0,29,0
Michael Jordan,28021,2,100.0,0,5,32.5,25.6,38.4,0,2,18,100.0,100.0,83.3,0,4,2,54,0,53,0,54,19,19,0,0,35,1
Trystan Colon,41117,2,100.0,0,3,72.0,75.7,68.0,0,1,17,100.0,100.0,97.1,0,1,0,49,2,0,0,49,17,17,47,0,32,0
Cade Mays,81995,7,90.2,0,5,62.6,51.4,64.0,0,0,11,68.8,68.8,90.9,0,1,1,46,0,0,0,51,11,16,33,0,35,0
John Molchon,46921,1,100.0,0,30,62.3,86.1,52.3,0,0,26,100.0,100.0,100.0,0,0,0,42,0,26,0,42,26,26,16,0,16,0
Jordan Meredith,60235,1,100.0,0,23,63.8,68.4,59.6,0,1,29,100.0,100.0,94.8,0,2,1,41,0,41,0,41,31,31,0,0,10,0
Blake Hance,46301,5,100.0,0,15,48.7,55.6,45.8,1,1,21,100.0,100.0,95.2,0,2,0,39,0,13,0,39,21,21,23,3,18,0
Shane Lemieux,28149,1,100.0,0,21,29.4,0.0,46.9,1,3,22,100.0,100.0,86.4,0,5,1,39,0,39,0,39,24,24,0,0,15,0
Tommy Doyle,40459,1,100.0,0,4,51.4,39.2,56.6,0,1,27,100.0,100.0,98.1,0,1,0,36,0,0,0,36,28,28,33,0,8,3
Jake Curhan,38549,4,97.3,0,29,37.1,0.0,51.5,1,0,9,90.0,91.7,83.3,0,2,1,36,0,0,1,37,11,12,24,0,25,10
Kyle Hinton,83163,1,100.0,0,18,70.1,81.7,65.5,0,0,15,100.0,100.0,100.0,0,0,0,34,0,33,0,34,15,15,0,0,19,1
Ja'Tyre Carter,78432,1,100.0,0,6,62.6,83.9,55.0,0,0,19,100.0,100.0,100.0,0,0,0,31,0,0,0,31,19,19,31,0,12,0
Tom Compton,7181,1,100.0,0,10,46.6,48.5,46.9,0,0,18,100.0,100.0,83.3,1,3,3,30,0,0,0,30,18,18,30,0,12,0
Wyatt Davis,59993,3,100.0,0,21,56.5,51.0,57.4,0,2,17,100.0,100.0,94.1,0,2,0,29,0,28,0,29,18,18,0,1,11,0
Netane Muti,41339,1,100.0,0,23,64.3,68.7,60.7,0,0,20,100.0,100.0,100.0,1,0,0,28,0,28,0,28,23,23,0,0,5,0
Drew Forbes,28671,4,100.0,0,8,63.1,72.8,58.4,0,1,11,100.0,100.0,95.5,0,1,0,19,0,0,0,19,12,12,15,0,7,0
K.C. McDermott,29035,2,100.0,0,13,21.6,0.0,79.1,0,2,15,100.0,100.0,86.7,1,3,1,19,0,2,0,19,15,15,17,0,4,0
Cole Van Lanen,41583,6,100.0,0,15,40.1,0.0,57.5,0,1,7,100.0,100.0,78.6,0,2,1,18,0,6,0,18,7,7,11,0,11,1
Brenden Jaimes,59909,3,100.0,0,27,26.9,0.0,60.0,2,3,16,100.0,100.0,84.4,1,5,0,18,7,3,0,18,17,17,8,0,1,0
Nick Zakelj,59693,2,100.0,0,28,53.7,,54.5,0,0,0,,,,0,0,0,12,0,12,0,12,0,0,0,0,12,0
Ike Boettger,46918,1,100.0,0,4,62.8,78.8,59.9,0,0,4,100.0,100.0,100.0,0,0,0,6,0,0,0,6,4,4,6,0,2,0
Xavier Newman,58525,1,100.0,0,31,69.0,,67.4,0,0,0,,,,0,0,0,4,0,4,0,4,0,0,0,0,4,0
Tremayne Anchrum Jr.,41813,1,100.0,0,26,60.0,68.6,60.0,0,0,1,100.0,100.0,100.0,0,0,0,2,0,0,0,2,1,1,2,0,1,0
Zach Thomas,43641,1,100.0,0,26,60.0,,60.0,0,0,0,,,,0,0,0,1,0,0,0,1,0,0,1,0,1,0
Wes Martin,46087,1,100.0,0,32,60.0,70.0,,0,0,1,100.0,100.0,100.0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
